time,GD-201,GD-202,PT-201,TEMP,Chiller No. 1 Dispenser COOLER,Chiller No. 2 Dispenser COOLER,GD-203,T.T1-1A,P.T1-1A,T.T2-1A,P.T2-1A,T.T1A(OIL),GD-204,T.T1-1B,P.T1-1B,T.T2-1B,P.T2-1B,T.T1B(OIL),PT-202,PT-204,PT-203,PT-205,GD-205,GD-206
10:37:53,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.69,44.75,86.12,86.42,0,0
10:37:54,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.69,44.75,86.12,86.42,0,0
10:37:55,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.56,44.67,86.02,86.36,0,0
10:37:56,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.56,44.67,86.02,86.36,0,0
10:37:57,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.56,44.67,86.02,86.36,0,0
10:37:58,0,0,11.51,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,52,31,44.66,44.81,86.16,86.5,0,0
10:37:59,0,0,11.51,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,52,31,44.66,44.81,86.16,86.5,0,0
10:38:00,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.55,44.69,86.01,86.37,0,0
10:38:01,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.55,44.69,86.01,86.37,0,0
10:38:02,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.55,44.69,86.01,86.37,0,0
10:38:03,0,0,11.48,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.62,44.81,86.13,86.47,0,0
10:38:04,0,0,11.48,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.62,44.81,86.13,86.47,0,0
10:38:05,0,0,11.46,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.56,44.7,86.04,86.39,0,0
10:38:06,0,0,11.46,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.56,44.7,86.04,86.39,0,0
10:38:07,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.5,44.69,86.03,86.41,0,0
10:38:08,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.5,44.69,86.03,86.41,0,0
10:38:09,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.5,44.69,86.03,86.41,0,0
10:38:10,0,0,11.47,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,52,31,44.61,44.72,86.11,86.42,0,0
10:38:11,0,0,11.47,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,52,31,44.61,44.72,86.11,86.42,0,0
10:38:12,0,0,11.5,21,5,-40,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.64,44.78,86.13,86.48,0,0
10:38:13,0,0,11.5,21,5,-40,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.64,44.78,86.13,86.48,0,0
10:38:14,0,0,11.47,21,5,-40,0,22,6.5,21,50.4,19,3,21,8.4,27,51.9,31,44.59,44.71,86.08,86.44,0,0
10:38:15,0,0,11.47,21,5,-40,0,22,6.5,21,50.4,19,3,21,8.4,27,51.9,31,44.59,44.71,86.08,86.44,0,0
10:38:16,0,0,11.47,21,5,-40,0,22,6.5,21,50.4,19,3,21,8.4,27,51.9,31,44.59,44.71,86.08,86.44,0,0
10:38:17,0,0,11.5,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.73,44.79,86.16,86.47,0,0
10:38:18,0,0,11.5,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.73,44.79,86.16,86.47,0,0
10:38:19,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.63,44.76,86.14,86.43,0,0
10:38:20,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.63,44.76,86.14,86.43,0,0
10:38:21,0,0,11.48,21,5,-40,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.59,44.74,86.07,86.42,0,0
10:38:22,0,0,11.48,21,5,-40,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.59,44.74,86.07,86.42,0,0
10:38:23,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.66,44.81,86.16,86.51,0,0
10:38:24,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.66,44.81,86.16,86.51,0,0
10:38:25,0,0,11.48,21,5,-40,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.66,44.76,86.14,86.42,0,0
10:38:26,0,0,11.48,21,5,-40,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.66,44.76,86.14,86.42,0,0
10:38:27,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.68,44.79,86.17,86.51,0,0
10:38:28,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.68,44.79,86.17,86.51,0,0
10:38:29,0,0,11.47,21,5,-40,0,22,6.5,21,50.4,19,3,21,8.4,27,51.9,31,44.61,44.74,86.07,86.5,0,0
10:38:30,0,0,11.47,21,5,-40,0,22,6.5,21,50.4,19,3,21,8.4,27,51.9,31,44.61,44.74,86.07,86.5,0,0
10:38:31,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.58,44.69,86.07,86.36,0,0
10:38:32,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.58,44.69,86.07,86.36,0,0
10:38:33,0,0,11.47,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.53,44.76,86.15,86.44,0,0
10:38:34,0,0,11.47,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.53,44.76,86.15,86.44,0,0
10:38:35,0,0,11.47,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.53,44.76,86.15,86.44,0,0
10:38:36,0,0,11.47,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.53,44.76,86.15,86.44,0,0
10:38:37,0,0,11.47,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.53,44.76,86.15,86.44,0,0
10:38:38,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.79,86.1,86.53,0,0
10:38:39,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.79,86.1,86.53,0,0
10:38:40,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.79,86.1,86.53,0,0
10:38:41,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.58,44.73,86.08,86.4,0,0
10:38:42,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.58,44.73,86.08,86.4,0,0
10:38:43,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.58,44.73,86.08,86.4,0,0
10:38:44,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.54,44.81,86.11,86.46,0,0
10:38:45,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.54,44.81,86.11,86.46,0,0
10:38:46,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.54,44.81,86.11,86.46,0,0
10:38:47,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.49,44.71,86.01,86.38,0,0
10:38:48,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.49,44.71,86.01,86.38,0,0
10:38:49,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.49,44.71,86.01,86.38,0,0
10:38:50,0,0,11.5,21,5,-40,0,22,6.6,22,50.3,19,3,21,8.4,27,52,31,44.69,44.71,86.16,86.46,0,0
10:38:51,0,0,11.5,21,5,-40,0,22,6.6,22,50.3,19,3,21,8.4,27,52,31,44.69,44.71,86.16,86.46,0,0
10:38:52,0,0,11.46,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.53,44.7,85.99,86.38,0,0
10:38:53,0,0,11.46,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.53,44.7,85.99,86.38,0,0
10:38:54,0,0,11.46,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.53,44.7,85.99,86.38,0,0
10:38:55,0,0,11.47,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.72,86.09,86.44,0,0
10:38:56,0,0,11.47,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.72,86.09,86.44,0,0
10:38:57,0,0,11.47,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.72,86.09,86.44,0,0
10:38:58,0,0,11.52,21,5,-40,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.63,44.78,86.12,86.49,0,0
10:38:59,0,0,11.52,21,5,-40,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.63,44.78,86.12,86.49,0,0
10:39:00,0,0,11.52,21,5,-40,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.63,44.78,86.12,86.49,0,0
10:39:01,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.58,44.71,86.06,86.43,0,0
10:39:02,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.58,44.71,86.06,86.43,0,0
10:39:03,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.58,44.71,86.06,86.43,0,0
10:39:04,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.67,44.82,86.18,86.44,0,0
10:39:05,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.67,44.82,86.18,86.44,0,0
10:39:06,0,0,11.48,21,5,-40,0,22,6.6,21,50.4,19,3,21,8.4,27,51.9,31,44.61,44.72,86.05,86.44,0,0
10:39:07,0,0,11.48,21,5,-40,0,22,6.6,21,50.4,19,3,21,8.4,27,51.9,31,44.61,44.72,86.05,86.44,0,0
10:39:08,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.57,44.71,86.04,86.41,0,0
10:39:09,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.57,44.71,86.04,86.41,0,0
10:39:10,0,0,11.49,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.78,86.14,86.47,0,0
10:39:11,0,0,11.49,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.78,86.14,86.47,0,0
10:39:12,0,0,11.49,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.78,86.14,86.47,0,0
10:39:13,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.59,44.73,86.11,86.38,0,0
10:39:14,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.59,44.73,86.11,86.38,0,0
10:39:15,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,26,51.9,31,44.57,44.69,86.04,86.37,0,0
10:39:16,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,26,51.9,31,44.57,44.69,86.04,86.37,0,0
10:39:17,0,0,11.48,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.58,44.72,86.04,86.38,0,0
10:39:18,0,0,11.48,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.58,44.72,86.04,86.38,0,0
10:39:19,0,0,11.48,21,5,-40,0,22,6.6,21,50.4,19,3,21,8.4,27,51.9,31,44.64,44.76,86.06,86.46,0,0
10:39:20,0,0,11.48,21,5,-40,0,22,6.6,21,50.4,19,3,21,8.4,27,51.9,31,44.64,44.76,86.06,86.46,0,0
10:39:21,0,0,11.45,21,5,-39,0,22,6.5,22,50.3,19,3,21,8.4,27,51.8,31,44.5,44.76,85.99,86.42,0,0
10:39:22,0,0,11.45,21,5,-39,0,22,6.5,22,50.3,19,3,21,8.4,27,51.8,31,44.5,44.76,85.99,86.42,0,0
10:39:23,0,0,11.45,21,5,-39,0,22,6.5,22,50.3,19,3,21,8.4,27,51.8,31,44.5,44.76,85.99,86.42,0,0
10:39:24,0,0,11.48,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.6,44.76,86.06,86.41,0,0
10:39:25,0,0,11.48,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.6,44.76,86.06,86.41,0,0
10:39:26,0,0,11.48,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.6,44.76,86.06,86.41,0,0
