time,PT-204,PT-203,PT-205,PT-202,GD-205,GD-206,T.T1B(OIL),P.T2-1B,T.T1A(OIL),P.T2-1A,compressor2,T.T2-1B,compressor1,T.T2-1A,P.T1-1B,P.T1-1A,GD-204,T.T1-1B,GD-203,T.T1-1A,Chiller No. 2 Dispenser COOLER,Chiller No. 1 Dispenser COOLER,MFM-201,SUM DATA,TEMP,PT-201,GD-201,GD-202
10:48:10,44.66,86.04,86.36,44.54,0,0,31,51.8,19,50.3,0,26,0,22,8.3,6.5,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:11,44.66,86.04,86.36,44.54,0,0,31,51.8,19,50.3,0,26,0,22,8.3,6.5,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:12,44.67,86.04,86.36,44.53,0,0,31,51.9,19,50.3,0,26,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:13,44.67,86.04,86.36,44.53,0,0,31,51.9,19,50.3,0,26,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:14,44.67,86.04,86.36,44.53,0,0,31,51.9,19,50.3,0,26,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:15,44.67,86.04,86.36,44.53,0,0,31,51.9,19,50.3,0,26,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:16,44.78,86.16,86.49,44.69,0,0,31,51.8,19,50.3,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.45,0,0
10:48:17,44.78,86.16,86.49,44.69,0,0,31,51.8,19,50.3,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.45,0,0
10:48:18,44.78,86.16,86.49,44.69,0,0,31,51.8,19,50.3,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.45,0,0
10:48:19,44.76,86.14,86.47,44.67,0,0,31,51.8,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:20,44.76,86.14,86.47,44.67,0,0,31,51.8,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:21,44.72,86.01,86.42,44.58,0,0,31,51.8,19,50.4,0,26,0,21,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.46,0,0
10:48:22,44.72,86.01,86.42,44.58,0,0,31,51.8,19,50.4,0,26,0,21,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.46,0,0
10:48:23,44.72,86.01,86.42,44.58,0,0,31,51.8,19,50.4,0,26,0,21,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.46,0,0
10:48:24,44.81,86.15,86.53,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.52,0,0
10:48:25,44.81,86.15,86.53,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.52,0,0
10:48:26,44.81,86.15,86.53,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.52,0,0
10:48:27,44.79,86.21,86.52,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.49,0,0
10:48:28,44.79,86.21,86.52,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.49,0,0
10:48:29,44.74,86.16,86.45,44.69,0,0,31,51.8,19,50.4,0,26,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.51,0,0
10:48:30,,,,,0,0,,,19,,,,0,,,,,,0,,,,,,,,0,0
10:48:31,44.78,86.16,86.49,44.69,0,0,31,51.8,19,50.3,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.45,0,0
10:48:32,44.78,86.16,86.49,44.69,0,0,31,51.8,19,50.3,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.45,0,0
10:48:33,44.78,86.16,86.49,44.69,0,0,31,51.8,19,50.3,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.45,0,0
10:48:34,44.76,86.14,86.47,44.67,0,0,31,51.8,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:35,44.76,86.14,86.47,44.67,0,0,31,51.8,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:36,44.72,86.01,86.42,44.58,0,0,31,51.8,19,50.4,0,26,0,21,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.46,0,0
10:48:37,44.72,86.01,86.42,44.58,0,0,31,51.8,19,50.4,0,26,0,21,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.46,0,0
10:48:38,44.72,86.01,86.42,44.58,0,0,31,51.8,19,50.4,0,26,0,21,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.46,0,0
10:48:39,44.81,86.15,86.53,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.52,0,0
10:48:40,44.81,86.15,86.53,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.52,0,0
10:48:41,44.81,86.15,86.53,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.52,0,0
10:48:42,44.79,86.21,86.52,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.49,0,0
10:48:43,44.79,86.21,86.52,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.49,0,0
10:48:44,44.74,86.16,86.45,44.69,0,0,31,51.8,19,50.4,0,26,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.51,0,0
10:48:45,44.78,86.16,86.49,44.69,0,0,31,51.8,19,50.3,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.45,0,0
10:48:46,44.78,86.16,86.49,44.69,0,0,31,51.8,19,50.3,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.45,0,0
10:48:47,44.78,86.16,86.49,44.69,0,0,31,51.8,19,50.3,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.45,0,0
10:48:48,44.76,86.14,86.47,44.67,0,0,31,51.8,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:49,44.76,86.14,86.47,44.67,0,0,31,51.8,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.45,0,0
10:48:50,44.72,86.01,86.42,44.58,0,0,31,51.8,19,50.4,0,26,0,21,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.46,0,0
10:48:51,44.72,86.01,86.42,44.58,0,0,31,51.8,19,50.4,0,26,0,21,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.46,0,0
10:48:52,44.72,86.01,86.42,44.58,0,0,31,51.8,19,50.4,0,26,0,21,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.46,0,0
10:48:53,44.81,86.15,86.53,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.52,0,0
10:48:54,44.81,86.15,86.53,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.52,0,0
10:48:55,44.81,86.15,86.53,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21,11.52,0,0
10:48:56,44.79,86.21,86.52,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.49,0,0
10:48:57,44.79,86.21,86.52,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.49,0,0
10:48:58,44.74,86.16,86.45,44.69,0,0,31,51.8,19,50.4,0,26,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.51,0,0
10:48:59,44.79,86.21,86.52,44.67,0,0,31,51.9,19,50.4,0,27,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.49,0,0
10:49:00,44.74,86.16,86.45,44.69,0,0,31,51.8,19,50.4,0,26,0,22,8.4,6.6,3,21,0,22,-39,5,0,2207.1,21.1,11.51,0,0
